trip_distance,demand_level,supply_level,traffic_density,is_peak_hour,is_raining,final_price
10.1,29.0,57,2.92,0,0,207.62
1.23,61.0,44,1.4,0,0,98.89
7.81,45.0,12,3.71,1,0,343.19
3.86,24.0,54,2.81,0,0,151.72
3.47,111.0,16,1.93,1,1,279.55
2.86,73.0,15,2.04,0,1,206.52
15.24,45.0,6,2.06,0,0,491.66
5.54,75.0,16,1.91,1,0,253.94
9.67,42.0,35,1.88,1,0,267.77
21.69,119.0,45,1.81,1,0,599.14
11.18,79.0,9,2.85,1,0,527.15
22.98,77.0,2,2.73,1,0,1327.61
12.95,93.0,23,2.88,0,0,366.43
10.57,84.0,3,2.48,1,0,710.85
19.01,101.0,1,3.12,1,0,1111.14
2.76,89.0,12,1.02,0,1,223.15
3.15,94.0,37,2.33,0,1,154.25
16.65,121.0,43,3.63,1,0,539.83
12.69,105.0,9,,1,1,720.9
19.97,33.0,19,1.63,0,0,396.69
22.99,45.0,35,3.05,1,0,626.42
10.32,120.0,1,2.46,1,1,695.39
15.31,99.0,25,1.8,0,0,407.3
13.02,41.0,40,2.35,1,0,357.97
24.56,35.0,30,1.69,0,0,446.28
20.95,53.0,5,2.36,0,0,701.78
22.88,10.0,55,2.84,0,0,418.44
7.1,41.0,20,2.97,1,0,245.34
19.54,20.0,30,1.02,0,0,342.69
7.37,69.0,22,2.33,1,0,292.56
6.01,43.0,13,2.9,0,0,214.17
23.66,100.0,20,3.62,1,0,814.1
1.46,,45,2.03,1,1,152.29
24.17,110.0,7,3.62,1,0,1230.29
4.58,41.0,1,3.73,1,0,396.48
20.67,103.0,40,2.45,1,0,598.13
7.62,12.0,22,2.4,0,0,196.53
9.42,75.0,57,2.12,0,0,233.71
6.2,39.0,27,1.67,0,0,170.02
15.05,74.0,22,2.11,1,0,455.81
9.35,31.0,41,1.73,0,0,171.47
16.78,91.0,9,2.86,0,0,641.34
1.38,101.0,21,3.42,1,0,166.31
2.54,93.0,14,2.46,1,0,209.28
3.39,99.0,30,2.9,1,0,184.24
11.06,47.0,41,1.81,0,1,356.31
20.56,39.0,38,1.93,0,0,407.48
22.32,11.0,18,2.52,0,0,428.75
6.88,29.0,51,2.09,0,0,171.45
14.78,53.0,10,1.36,0,0,390.64
19.44,89.0,31,1.54,0,0,465.3
7.93,77.0,6,2.14,0,0,382.56
10.82,86.0,13,2.39,0,0,346.72
13.58,87.0,15,2.02,0,0,400.69
4.24,18.0,58,2.24,0,1,175.62
1.62,53.0,1,3.38,1,0,260.09
4.67,50.0,5,2.89,1,0,286.03
16.04,49.0,1,3.75,1,0,958.54
2.77,80.0,30,1.47,0,0,138.24
5.55,96.0,8,3.64,1,0,386.48
9.11,45.0,3,2.3,1,1,564.99
2.87,26.0,23,2.06,0,0,115.41
5.6,22.0,21,1.91,0,0,179.54
22.87,68.0,53,1.75,0,0,456.97
1.46,86.0,40,3.73,1,0,159.32
16.68,13.0,28,1.54,0,0,295.52
10.23,65.0,8,3.15,1,0,466.92
17.14,41.0,14,2.61,0,0,414.67
15.13,95.0,49,2.19,1,1,562.98
6.36,106.0,1,3.75,1,1,492.9
21.33,50.0,7,2.89,1,0,764.0
12.81,93.0,39,2.83,0,0,347.38
20.74,67.0,35,2.33,0,0,453.68
10.74,91.0,32,3.1,1,0,372.79
24.63,68.0,36,2.49,1,0,661.05
19.49,11.0,41,2.54,0,0,379.04
24.18,107.0,47,1.86,1,0,646.23
13.34,58.0,33,2.11,0,0,313.84
12.37,30.0,10,1.06,0,0,328.32
19.13,26.0,12,1.61,0,0,405.53
22.13,116.0,19,1.99,1,0,749.14
24.14,12.0,9,2.82,0,0,504.98
8.79,81.0,4,3.06,1,0,573.28
20.17,57.0,27,2.34,0,0,421.57
6.06,70.0,1,3.5,1,0,453.8
14.09,40.0,7,3.27,1,0,528.35
5.32,96.0,41,1.25,0,1,239.36
9.34,78.0,30,2.24,0,0,265.07
23.35,10.0,23,2.96,0,0,459.9
4.51,119.0,20,2.23,1,1,315.57
16.18,84.0,52,2.24,0,0,358.19
15.23,45.0,54,2.13,0,0,320.99
3.9,89.0,55,1.78,0,1,195.59
8.82,68.0,46,2.91,0,0,238.03
14.51,70.0,6,1.71,0,0,572.11
5.49,115.0,35,1.99,1,0,250.64
20.21,13.0,23,2.93,0,1,553.17
24.33,58.0,16,2.46,0,1,748.31
6.15,80.0,38,2.48,1,1,288.33
5.49,69.0,39,1.56,0,0,148.7
11.92,81.0,36,2.86,0,1,421.61
18.95,111.0,47,2.35,1,0,563.8
7.76,30.0,17,2.07,0,0,202.93
1.48,49.0,40,1.43,0,1,130.51
13.99,81.0,5,2.99,0,1,766.82
23.96,88.0,37,2.54,0,0,522.57
10.39,87.0,57,2.14,0,0,257.65
11.08,113.0,1,3.29,1,0,722.12
24.25,49.0,6,2.83,0,0,730.49
17.67,66.0,2,3.73,1,0,1050.35
18.26,51.0,20,2.57,0,0,445.29
14.5,75.0,16,3.5,1,0,533.82
24.39,50.0,4,2.6,1,0,992.63
17.53,116.0,3,2.58,1,0,1036.4
22.48,44.0,58,2.62,0,0,434.4
17.79,94.0,11,2.52,0,0,632.18
18.64,46.0,44,2.8,0,1,521.07
7.97,51.0,11,2.07,1,0,318.98
8.28,89.0,24,3.18,1,0,319.1
19.79,,15,2.3,0,0,426.32
8.12,102.0,37,3.4,1,0,308.89
14.51,121.0,49,1.85,1,0,437.24
6.98,19.0,19,2.65,0,0,167.29
20.61,67.0,11,1.65,0,1,712.9
3.65,42.0,1,3.17,1,0,345.85
20.91,78.0,27,2.23,0,0,472.78
15.47,94.0,21,2.68,1,0,542.94
5.49,51.0,24,3.29,1,0,214.08
14.01,87.0,52,2.92,0,0,326.51
7.78,54.0,20,1.65,0,0,196.46
8.76,50.0,18,2.5,0,0,241.53
9.44,81.0,46,2.43,1,0,289.95
2.52,42.0,26,2.69,0,0,130.36
24.66,79.0,54,1.87,0,0,479.02
1.76,45.0,14,2.7,1,1,180.86
16.9,11.0,14,2.54,0,0,344.46
9.91,35.0,33,1.99,0,0,226.39
16.5,57.0,8,1.53,0,1,613.34
9.55,66.0,35,2.99,0,0,263.69
17.17,78.0,18,2.24,0,0,458.47
18.5,55.0,9,2.29,0,0,563.27
17.57,87.0,32,3.09,1,0,543.68
3.74,50.0,8,2.77,0,0,161.48
16.77,25.0,15,1.37,0,0,332.47
7.72,61.0,58,1.12,0,0,171.31
1.69,21.0,29,1.77,0,0,116.47
10.96,24.0,16,2.13,0,0,259.23
11.41,94.0,56,1.57,0,0,248.53
12.21,60.0,25,3.18,1,0,378.4
17.92,34.0,15,1.15,0,0,371.03
8.41,90.0,43,,0,0,255.1
8.57,81.0,36,2.44,0,0,235.91
2.45,39.0,15,1.43,0,0,133.87
17.48,42.0,11,1.6,0,0,421.32
14.63,,6,2.61,0,0,596.22
9.39,42.0,5,2.55,0,0,353.51
17.92,37.0,29,2.63,0,0,404.05
13.9,99.0,13,1.64,0,0,490.77
12.26,50.0,50,2.94,0,0,309.13
13.27,10.0,56,2.43,0,0,258.46
16.27,72.0,40,1.13,0,0,336.65
16.84,74.0,23,2.76,1,0,551.09
7.93,87.0,4,3.13,1,0,533.96
4.38,78.0,21,2.14,1,0,213.96
4.76,29.0,23,2.8,0,1,215.8
16.35,86.0,23,2.51,0,0,436.93
21.95,47.0,57,1.16,0,0,370.49
10.83,62.0,47,3.63,1,0,367.92
5.07,21.0,24,1.81,0,0,127.32
19.16,15.0,33,1.9,0,1,517.82
20.98,97.0,57,2.57,0,0,476.07
22.13,16.0,7,2.29,0,0,478.24
15.56,60.0,26,1.88,0,0,358.22
21.66,23.0,26,1.52,0,0,402.87
1.37,25.0,33,2.03,0,1,155.19
3.57,62.0,17,2.96,1,0,197.85
3.22,57.0,34,3.06,1,0,178.83
18.1,16.0,59,2.21,0,0,345.56
2.67,77.0,30,2.23,0,0,149.37
12.91,34.0,51,1.95,0,0,268.13
12.34,42.0,57,2.12,0,1,349.59
8.46,60.0,26,1.58,0,0,233.11
21.89,97.0,42,1.32,0,0,447.85
5.09,62.0,3,3.01,1,0,413.93
9.46,59.0,25,1.09,0,0,248.97
19.58,30.0,40,1.13,0,0,316.85
1.73,72.0,54,1.49,0,0,79.47
17.15,30.0,52,1.39,0,0,314.66
20.59,66.0,30,2.55,1,0,582.63
23.37,90.0,36,1.74,0,0,502.48
22.03,35.0,36,1.23,0,0,382.61
8.67,28.0,38,1.49,0,0,200.09
15.07,67.0,27,1.01,0,0,353.64
2.86,16.0,30,1.7,0,0,107.68
7.19,24.0,58,2.59,0,1,252.44
3.26,75.0,20,1.53,0,0,168.08
8.56,75.0,42,2.29,0,0,227.52
22.0,120.0,43,2.0,1,0,631.31
9.33,56.0,7,1.02,0,0,341.02
14.49,55.0,49,2.0,0,0,316.01
11.4,128.0,1,2.72,1,0,733.18
12.01,84.0,40,1.38,0,0,279.89
24.27,83.0,3,2.37,1,0,1352.37
8.11,18.0,32,1.06,0,0,187.26
16.06,110.0,18,3.4,1,0,613.04
11.08,20.0,53,1.6,0,0,214.16
2.47,95.0,39,2.24,1,0,160.49
12.74,13.0,32,2.61,0,0,287.05
20.52,46.0,11,1.08,0,1,623.65
3.37,99.0,30,1.57,0,0,152.9
2.67,73.0,40,2.33,1,0,153.09
4.69,89.0,5,1.53,0,0,345.63
19.35,86.0,35,1.82,1,0,504.43
18.38,39.0,49,2.87,0,0,376.6
14.56,55.0,45,2.73,0,0,335.91
12.24,89.0,39,,0,0,293.74
22.32,79.0,22,1.89,0,0,525.17
19.4,72.0,16,2.85,1,0,625.1
20.49,59.0,17,1.96,0,0,491.34
20.52,54.0,10,3.36,1,0,704.99
16.43,29.0,51,1.98,0,0,314.12
11.99,85.0,55,1.38,0,0,266.16
21.75,127.0,23,2.03,1,0,744.1
23.22,49.0,25,2.84,0,0,483.8
1.57,41.0,46,1.1,0,0,84.79
2.24,21.0,13,2.8,0,0,101.5
24.01,24.0,33,,0,1,659.11
7.65,98.0,6,2.61,1,0,490.77
21.96,99.0,2,2.17,1,0,1281.12
10.33,111.0,4,2.42,1,0,674.35
3.86,43.0,28,2.86,1,0,152.24
2.93,36.0,51,2.31,0,0,114.44
4.76,67.0,24,2.38,0,0,190.75
7.0,92.0,10,2.69,1,0,376.81
12.72,87.0,46,1.75,0,1,382.71
17.84,48.0,49,2.54,0,0,359.04
24.67,54.0,5,3.65,1,1,1195.59
11.6,28.0,52,2.83,0,0,242.93
13.44,23.0,18,2.1,0,0,303.97
13.52,110.0,25,1.96,1,0,471.01
13.95,15.0,44,1.15,0,0,284.89
13.43,73.0,45,2.61,1,1,534.67
1.21,97.0,38,2.47,0,0,100.63
1.04,34.0,8,1.99,0,0,136.46
3.34,50.0,54,2.25,0,0,119.39
3.44,128.0,42,3.49,1,0,197.43
17.92,59.0,11,1.08,0,1,610.86
5.92,88.0,46,2.85,0,0,189.31
22.47,51.0,42,1.66,0,0,421.49
23.29,76.0,5,1.09,0,1,1070.13
24.42,75.0,54,2.67,0,0,476.69
23.54,31.0,50,2.87,0,0,474.67
7.53,37.0,28,2.54,0,0,230.78
13.23,,46,2.61,0,0,308.52
5.21,10.0,32,2.74,0,1,228.34
20.35,53.0,28,2.04,0,0,390.03
22.32,32.0,17,2.36,0,1,656.92
21.43,14.0,42,1.57,0,0,369.05
11.4,84.0,14,1.5,0,0,338.02
19.21,54.0,20,3.02,1,0,574.83
3.34,78.0,59,2.47,0,0,141.85
1.97,13.0,6,1.79,0,1,128.96
19.08,53.0,37,1.8,0,0,390.45
11.21,113.0,22,3.71,1,1,562.38
24.89,112.0,21,2.84,1,0,833.66
3.33,42.0,10,2.97,0,1,205.54
21.54,99.0,45,3.53,1,0,649.42
12.52,79.0,21,2.28,0,1,447.5
20.85,55.0,37,1.02,0,0,375.03
20.61,36.0,19,1.59,0,0,421.15
22.98,37.0,50,1.84,0,1,540.41
8.15,55.0,7,2.31,0,0,290.88
23.8,,14,1.79,0,0,549.78
4.64,38.0,33,2.66,0,0,154.84
2.97,94.0,1,3.13,1,0,368.65
11.36,66.0,54,1.69,0,0,255.04
20.88,31.0,40,2.57,0,0,394.05
12.36,24.0,56,1.61,0,0,245.31
20.9,36.0,48,1.13,0,1,509.61
18.51,83.0,26,1.35,0,0,433.57
6.03,98.0,35,1.01,0,1,244.86
23.77,69.0,43,2.66,0,0,487.98
2.46,84.0,18,2.25,0,0,144.97
22.56,111.0,1,2.94,1,0,1291.72
8.31,30.0,53,2.32,0,0,215.87
13.0,81.0,10,2.31,0,0,459.9
11.14,46.0,23,2.13,0,0,261.82
5.12,63.0,21,3.48,1,1,293.99
9.6,57.0,10,1.88,0,0,305.34
5.63,32.0,6,2.61,0,0,248.48
5.89,97.0,17,2.57,0,0,246.23
5.49,22.0,59,1.4,0,0,144.37
12.74,68.0,51,1.91,0,0,277.5
20.15,14.0,14,2.67,0,0,358.23
14.66,24.0,44,2.66,0,0,301.05
22.44,33.0,9,1.05,0,1,660.24
16.28,84.0,18,1.45,0,0,421.43
17.54,95.0,25,2.65,1,0,579.98
17.02,90.0,29,1.09,0,0,390.07
11.79,47.0,1,2.32,1,0,759.18
17.54,97.0,16,1.52,0,1,655.23
2.67,51.0,7,1.43,0,0,165.06
21.64,16.0,51,1.79,0,1,555.29
19.67,33.0,54,2.63,0,0,414.56
6.89,36.0,27,1.49,0,0,174.64
19.43,42.0,1,2.96,1,0,1083.04
1.3,95.0,19,2.12,0,0,141.67
6.21,87.0,43,3.44,1,0,248.71
2.56,31.0,44,1.79,0,0,108.37
19.73,49.0,17,1.45,0,0,415.52
19.14,87.0,32,3.58,1,0,580.58
20.53,58.0,18,2.67,0,1,645.32
1.11,38.0,23,2.24,0,0,110.81
13.03,83.0,13,1.19,0,0,411.08
17.92,26.0,32,1.03,0,0,318.21
4.73,46.0,27,2.17,1,0,214.53
16.59,52.0,57,1.39,0,1,461.24
3.02,44.0,37,1.27,0,0,121.94
5.35,79.0,39,2.32,1,0,214.26
12.42,106.0,33,2.48,1,0,411.95
16.69,86.0,37,2.51,0,0,400.7
4.5,15.0,8,2.42,0,0,150.13
5.45,90.0,22,1.21,0,0,204.74
5.91,11.0,30,2.95,0,0,154.2
6.73,48.0,29,2.5,0,0,203.39
6.44,42.0,39,1.33,0,0,158.03
10.48,32.0,58,1.25,0,1,302.93
16.69,42.0,43,1.18,0,0,313.85
11.51,98.0,22,2.46,0,0,334.69
19.62,87.0,37,1.47,0,0,394.7
18.26,39.0,22,1.15,0,0,341.09
4.04,18.0,33,1.84,0,0,122.66
2.17,80.0,45,2.42,0,0,124.88
22.07,71.0,12,,0,0,615.45
2.92,81.0,53,1.97,0,0,96.94
4.56,80.0,6,1.39,0,0,280.22
1.53,34.0,8,1.86,0,0,121.91
16.08,86.0,9,2.52,1,0,681.22
14.98,90.0,2,2.67,1,0,935.69
24.69,97.0,34,1.93,0,0,570.37
22.29,37.0,51,1.18,0,0,372.73
10.86,113.0,33,1.99,1,1,443.18
9.92,75.0,18,2.32,1,0,362.46
8.12,118.0,35,2.03,1,1,381.14
4.66,70.0,56,1.51,0,0,139.52
4.31,106.0,6,1.85,1,1,413.51
4.17,85.0,40,1.7,0,0,150.87
3.74,42.0,18,1.43,0,0,146.93
6.77,71.0,47,2.78,0,0,187.12
8.36,35.0,36,2.72,0,0,209.53
24.08,73.0,55,1.6,0,0,462.72
14.88,64.0,59,1.95,0,1,448.89
24.7,45.0,8,3.71,1,0,872.93
9.94,76.0,32,2.05,0,1,346.97
11.98,53.0,37,3.5,1,0,346.7
8.79,58.0,24,2.65,0,0,261.47
5.39,59.0,17,2.88,0,0,174.53
4.44,84.0,50,1.61,0,0,106.43
23.68,26.0,49,1.09,0,0,408.88
24.68,94.0,11,2.01,1,0,933.36
2.08,69.0,34,2.14,0,0,94.54
4.61,55.0,52,2.06,0,1,201.66
11.16,102.0,34,2.4,1,0,368.96
5.47,57.0,21,1.5,0,0,187.27
9.73,71.0,36,2.42,0,0,285.54
4.1,25.0,48,1.68,0,0,109.54
11.96,74.0,23,2.21,0,0,287.78
7.52,57.0,13,2.42,0,1,301.56
9.45,63.0,47,1.86,0,0,227.5
3.26,71.0,30,1.39,0,0,143.65
11.28,15.0,5,2.72,0,0,288.54
24.6,118.0,43,1.99,1,0,667.39
8.89,72.0,13,3.46,1,0,361.48
22.03,80.0,49,2.67,0,0,492.41
21.24,81.0,16,2.14,0,0,550.91
23.85,51.0,59,2.26,0,1,587.88
19.96,39.0,48,1.72,0,0,351.05
16.83,16.0,32,2.68,0,0,335.85
21.56,79.0,39,2.33,1,0,615.58
2.82,100.0,32,2.92,1,0,173.51
12.11,23.0,35,1.0,0,0,228.25
24.74,70.0,17,2.88,0,0,645.15
19.47,73.0,57,2.9,0,0,402.93
24.09,94.0,37,3.22,1,0,702.45
19.71,106.0,46,2.65,1,0,550.48
22.0,99.0,57,1.36,0,1,621.01
17.96,53.0,57,1.98,0,0,361.23
19.25,67.0,15,2.58,0,0,520.83
13.56,43.0,16,2.21,0,0,316.36
23.18,66.0,27,2.05,0,0,506.77
20.8,38.0,58,2.7,0,0,416.69
21.25,46.0,51,1.63,0,0,394.87
17.15,98.0,33,2.72,0,0,432.99
8.31,77.0,13,1.88,0,0,271.51
1.86,71.0,18,1.0,0,0,80.48
23.46,10.0,36,2.46,0,0,414.73
15.07,81.0,7,2.76,0,0,625.86
8.16,,1,2.77,1,0,590.73
4.58,66.0,10,1.91,0,0,236.94
20.91,66.0,39,2.61,0,0,440.8
21.08,75.0,31,2.77,0,0,484.75
20.55,90.0,59,2.95,0,0,449.79
16.48,70.0,32,1.69,0,0,366.75
9.78,61.0,27,2.19,0,0,251.13
8.3,88.0,4,3.45,1,0,607.45
1.21,32.0,21,2.06,0,0,83.59
21.01,124.0,48,2.72,1,0,610.74
3.1,78.0,19,2.14,0,0,145.52
16.14,30.0,18,1.71,0,0,357.34
13.1,67.0,15,1.38,0,0,364.88
13.64,48.0,49,1.93,1,1,449.34
23.24,110.0,23,3.02,1,0,754.68
1.76,,12,2.56,1,0,216.11
19.56,88.0,30,2.77,0,0,491.41
2.25,67.0,51,1.45,0,0,84.61
1.92,98.0,55,1.62,0,0,85.0
11.32,57.0,29,2.94,0,1,378.28
2.51,89.0,44,2.11,0,0,144.05
19.94,70.0,47,1.69,0,0,391.17
13.71,93.0,5,2.72,0,0,660.93
1.7,46.0,7,2.49,0,0,152.88
1.97,14.0,23,2.15,0,0,76.96
15.7,72.0,5,3.58,1,0,755.47
20.35,74.0,32,1.19,0,0,417.78
11.51,16.0,55,1.79,0,0,227.06
14.31,51.0,22,2.62,0,0,336.89
20.2,69.0,57,1.77,0,0,406.21
15.65,13.0,50,2.85,0,0,326.95
6.39,43.0,8,2.11,1,0,291.44
15.71,86.0,17,1.67,0,0,455.82
16.08,27.0,23,1.85,0,0,339.23
18.62,59.0,48,2.37,0,0,402.06
15.9,84.0,55,1.39,0,0,317.54
24.26,22.0,36,1.02,0,0,413.97
5.73,40.0,47,2.95,0,0,155.13
23.83,51.0,37,2.8,0,0,504.02
13.92,109.0,1,2.4,1,0,847.84
17.13,20.0,34,1.97,0,0,349.25
3.39,30.0,14,1.98,0,0,108.34
10.13,35.0,34,2.74,0,0,251.54
19.47,24.0,13,2.19,0,0,424.61
17.97,33.0,10,2.65,0,0,465.5
1.96,99.0,39,3.62,1,0,160.11
14.12,121.0,1,2.93,1,0,862.32
3.12,81.0,24,1.57,0,0,160.28
24.9,44.0,21,,0,0,516.03
22.54,67.0,1,3.5,1,1,1263.22
1.51,68.0,1,2.97,1,1,259.01
21.61,61.0,14,2.79,0,0,599.17
23.07,71.0,5,2.79,0,0,905.19
9.49,95.0,28,2.55,1,0,362.75
18.27,11.0,51,1.9,0,1,473.29
11.61,91.0,57,2.36,0,0,275.09
16.73,74.0,40,1.22,0,1,462.94
9.17,102.0,34,2.73,1,0,328.1
8.74,69.0,55,,0,1,274.47
11.19,75.0,24,2.7,0,0,307.03
4.49,23.0,36,2.89,0,1,194.18
20.95,67.0,11,2.08,1,0,710.34
9.37,53.0,43,2.33,0,0,256.94
10.6,99.0,16,3.07,1,0,455.03
22.46,60.0,1,3.32,1,1,1278.86
12.92,93.0,5,2.39,0,1,754.61
14.06,43.0,35,1.43,0,0,293.61
23.96,63.0,22,1.58,0,0,544.58
22.28,78.0,1,2.13,1,0,1281.2
5.07,13.0,29,2.84,0,0,130.38
12.36,37.0,11,2.04,0,0,342.08
24.31,48.0,18,2.95,0,0,541.62
9.94,74.0,11,1.9,0,0,353.98
9.92,54.0,34,2.11,0,0,270.32
5.68,81.0,21,2.58,0,1,272.69
3.74,70.0,17,2.59,0,0,179.5
18.77,99.0,18,2.26,1,1,771.58
19.48,25.0,40,1.58,0,0,355.49
24.26,60.0,16,1.2,0,0,516.85
19.56,84.0,12,3.41,1,0,735.59
6.84,40.0,27,2.59,0,0,204.17
1.96,16.0,26,1.16,0,1,117.16
24.65,90.0,19,2.31,1,0,804.86
9.17,44.0,38,2.7,1,0,306.92
8.49,75.0,29,2.08,0,1,305.28
22.74,80.0,30,2.85,1,0,669.68
15.04,77.0,25,2.97,0,0,407.07
6.16,19.0,52,2.53,0,0,168.66
22.34,104.0,40,2.03,1,0,647.24
24.84,12.0,33,1.59,0,0,419.29
3.08,52.0,57,1.69,0,0,135.39
21.69,54.0,12,1.63,0,0,531.07
10.37,35.0,53,2.57,0,0,246.72
13.58,90.0,58,1.72,0,0,302.45
22.96,51.0,9,1.98,0,0,596.6
24.36,81.0,6,2.07,0,0,934.49
7.29,39.0,56,1.54,0,0,168.52
6.11,81.0,27,1.65,0,0,168.08
2.93,91.0,6,2.56,0,0,283.93
14.48,33.0,26,2.73,0,0,317.25
1.33,112.0,15,1.87,1,1,202.51
10.89,93.0,48,2.21,0,0,264.24
2.76,53.0,53,2.27,0,0,141.85
10.73,22.0,21,2.47,0,0,264.14
1.96,46.0,44,2.39,0,0,115.63
21.05,28.0,35,2.75,0,0,437.27
6.03,14.0,29,1.16,0,0,154.14
8.88,45.0,11,1.78,0,0,272.21
21.88,97.0,29,2.56,0,0,537.67
18.91,64.0,22,2.69,0,0,449.8
6.26,61.0,36,1.53,0,0,170.43
2.73,43.0,12,2.17,0,0,113.07
18.18,,41,,1,0,470.8
10.38,43.0,8,3.5,1,0,404.34
19.39,81.0,52,2.46,0,0,432.96
11.69,112.0,1,2.24,1,0,785.84
9.3,50.0,59,2.25,0,0,225.9
11.83,50.0,27,2.02,0,0,276.14
18.97,40.0,19,,0,1,539.41
22.65,69.0,26,2.79,0,0,511.05
2.19,60.0,40,1.3,0,0,112.08
13.58,49.0,7,1.93,0,0,430.47
1.79,110.0,39,2.97,1,0,156.88
12.24,64.0,38,3.45,1,1,485.75
22.25,116.0,3,2.1,1,0,1249.3
9.68,108.0,1,3.02,1,0,665.32
23.38,100.0,6,1.81,1,0,1162.81
16.13,27.0,33,2.65,0,0,337.95
23.42,80.0,5,1.47,0,0,965.98
19.17,47.0,37,2.44,0,1,529.46
3.48,73.0,25,2.2,0,0,165.56
6.55,63.0,25,1.1,0,0,223.38
10.46,118.0,21,2.17,1,1,530.32
5.08,88.0,1,2.34,1,0,429.81
12.88,54.0,12,2.77,0,0,367.72
12.31,71.0,16,1.96,0,1,420.61
23.95,91.0,16,3.63,1,1,1023.61
11.41,40.0,53,1.09,0,0,221.51
19.86,65.0,13,1.01,0,0,527.32
23.61,112.0,38,3.7,1,0,740.28
22.05,58.0,32,3.25,1,1,766.03
6.01,79.0,33,2.57,0,0,212.97
12.9,93.0,1,3.63,1,0,822.13
9.35,37.0,26,2.97,0,0,221.19
10.6,68.0,8,1.2,0,0,378.88
9.66,71.0,33,1.32,0,0,251.75
20.83,59.0,45,1.38,0,0,389.14
11.85,47.0,17,2.64,0,0,317.14
13.57,49.0,18,2.51,1,0,421.89
24.58,44.0,6,2.19,0,0,693.72
2.44,55.0,7,2.71,0,0,180.24
12.71,33.0,19,2.37,0,0,293.82
19.58,82.0,28,1.13,0,0,392.57
4.63,118.0,44,2.69,1,0,222.0
15.68,41.0,30,1.14,0,0,312.43
6.75,,12,1.96,0,0,204.88
21.82,35.0,44,,0,0,392.2
8.85,83.0,47,1.8,1,0,266.42
8.9,26.0,51,2.63,0,0,218.1
15.36,25.0,9,2.94,0,1,497.21
5.41,65.0,2,3.73,1,1,462.51
7.84,65.0,50,1.6,0,1,302.05
11.0,46.0,43,2.66,0,0,265.87
9.49,117.0,40,3.16,1,0,328.2
13.6,91.0,36,2.6,0,0,352.76
15.39,55.0,25,3.49,1,0,485.08
14.6,11.0,12,2.96,0,1,446.58
16.7,93.0,21,1.3,0,0,439.85
8.39,39.0,27,2.54,0,0,234.19
4.03,112.0,33,3.27,1,0,181.03
19.26,94.0,44,2.38,1,1,689.76
21.42,72.0,17,1.79,0,0,540.92
7.17,73.0,48,1.35,0,0,174.41
10.77,74.0,19,2.83,0,0,310.81
12.97,36.0,49,2.76,0,0,278.71
13.8,18.0,32,2.23,0,0,297.76
16.83,123.0,42,2.82,1,0,533.46
2.0,78.0,24,2.27,1,0,147.56
18.32,74.0,9,3.38,1,0,758.04
2.49,42.0,42,1.02,0,0,80.99
12.24,52.0,2,2.73,1,0,721.75
20.86,117.0,40,3.52,1,0,649.17
11.83,62.0,19,2.24,0,0,327.24
4.58,10.0,42,2.27,0,0,108.92
24.64,59.0,43,1.14,0,0,482.0
22.34,80.0,55,1.57,0,0,456.57
19.51,86.0,28,3.15,1,0,599.26
10.88,61.0,40,1.1,0,1,313.64
5.41,73.0,14,2.46,1,0,282.59
23.59,16.0,48,1.71,0,0,415.67
13.78,85.0,7,2.8,1,0,640.1
21.46,127.0,38,,1,0,658.74
9.21,88.0,49,1.91,0,0,256.4
9.05,63.0,41,2.89,1,0,313.94
24.65,48.0,25,1.26,0,1,664.62
13.52,71.0,51,1.36,0,0,310.53
4.38,76.0,27,2.67,0,0,157.38
6.27,83.0,50,1.92,0,0,182.21
12.57,115.0,1,2.51,1,0,833.82
2.02,50.0,26,1.87,0,0,93.44
12.1,38.0,33,1.35,0,0,243.68
11.05,111.0,34,2.28,1,0,371.11
19.7,83.0,34,2.03,0,0,467.93
9.52,26.0,28,1.72,0,0,226.23
24.58,18.0,29,1.95,0,1,620.86
5.34,24.0,16,1.3,0,0,131.96
15.18,13.0,54,1.31,0,0,252.65
3.15,30.0,24,1.77,0,0,114.8
18.61,80.0,37,1.76,0,0,408.42
24.87,57.0,43,2.77,0,0,506.94
20.66,17.0,26,1.07,0,0,345.58
14.34,85.0,40,3.79,1,1,567.24
12.63,93.0,23,2.91,0,0,352.13
21.04,46.0,26,2.88,1,0,604.03
23.46,109.0,47,3.24,1,0,666.75
24.74,48.0,45,3.67,1,1,848.17
10.52,87.0,30,1.5,0,0,274.38
24.78,87.0,38,2.43,1,0,674.51
4.74,91.0,1,2.02,1,0,433.08
7.09,38.0,12,2.13,0,0,228.41
3.14,12.0,15,1.32,0,0,110.93
7.52,40.0,44,2.86,0,0,201.74
19.43,97.0,20,1.86,0,0,501.4
21.47,72.0,13,2.84,0,0,618.38
19.69,33.0,45,1.41,0,0,372.52
16.15,57.0,8,2.39,0,0,528.23
13.34,74.0,5,3.1,1,0,704.27
18.01,34.0,14,1.8,0,0,401.59
10.38,65.0,57,2.8,0,0,272.74
21.19,30.0,33,1.87,0,0,398.08
17.25,24.0,45,1.4,0,0,320.77
17.75,82.0,9,2.95,0,0,650.37
13.86,42.0,1,2.68,1,0,828.39
22.25,19.0,17,1.42,0,1,565.47
7.05,59.0,20,1.73,0,0,204.52
10.15,88.0,45,2.23,0,0,267.45
19.66,119.0,2,2.82,1,0,1127.41
12.83,52.0,22,3.07,1,0,411.12
22.34,53.0,28,2.32,0,0,472.17
